path,filename,extension,size_bytes,modified_time,category,purpose,research_stage,dependency_status,duplicate_status,final_status,recommended_action
archive/obsolete/stage3_1_output_results.zip,stage3_1_output_results.zip,.zip,58804,2026-08-23T00:47:03.015438,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/stage5_4_output_results.zip,stage5_4_output_results.zip,.zip,1072644,2026-08-23T15:53:33.763852,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/north_bengal_groundwater_scripts.zip,north_bengal_groundwater_scripts.zip,.zip,11407,2026-08-23T00:17:05.747250,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/stage5_3_output_results.zip,stage5_3_output_results.zip,.zip,1621045,2026-08-23T15:44:34.422534,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/files.zip,files.zip,.zip,4163803,2026-08-22T21:43:42.086989,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/kaggle_stage3_3_code.zip,kaggle_stage3_3_code.zip,.zip,14434,2026-08-23T03:52:09.006966,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/kaggle_stage3_2_optimization_code.zip,kaggle_stage3_2_optimization_code.zip,.zip,10547,2026-08-23T02:09:38.215015,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/stage5_1_output_results.zip,stage5_1_output_results.zip,.zip,212461,2026-08-23T15:22:03.631079,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/north_bengal_groundwater_dataset.zip,north_bengal_groundwater_dataset.zip,.zip,9971,2026-08-23T00:17:55.725158,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/kaggle_stage3_baseline_code.zip,kaggle_stage3_baseline_code.zip,.zip,5725,2026-08-23T00:37:24.731261,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/stage5_2_output_results.zip,stage5_2_output_results.zip,.zip,712887,2026-08-23T15:25:14.648310,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/stage3_3_output_results.zip,stage3_3_output_results.zip,.zip,681696,2026-08-23T03:52:14.973640,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/obsolete/kaggle_stage3_1_sensitivity_code.zip,kaggle_stage3_1_sensitivity_code.zip,.zip,6245,2026-08-23T00:37:24.730296,OBSOLETE,Compressed stage archive,ARCHIVE,HISTORICAL,DUPLICATE_ZIP,ARCHIVE,move_to_archive_obsolete
archive/intermediate/stage3_3_fold_results.csv,stage3_3_fold_results.csv,.csv,1733858,2026-08-23T03:52:14,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_1_FOLD_RESULTS.csv,STAGE_5_1_FOLD_RESULTS.csv,.csv,947772,2026-08-23T15:22:03.486744,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage5_spatial_residual_audit.csv,stage5_spatial_residual_audit.csv,.csv,541,2026-08-23T04:45:12.013129,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_DATA_INVENTORY.csv,STAGE_5_3_DATA_INVENTORY.csv,.csv,1302,2026-08-23T15:44:28.411048,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_1_decision_matrix.csv,stage3_1_decision_matrix.csv,.csv,1210,2026-08-23T00:47:03.007810,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_3_3_BASELINE_REFERENCE.md,STAGE_3_3_BASELINE_REFERENCE.md,.md,2580,2026-08-23T03:49:38,FINAL_REPORT,Stage Progress / Reconciliation Report,DOCUMENTATION,HISTORICAL_REPRO,UNIQUE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_feature_redundancy.csv,stage3_3_feature_redundancy.csv,.csv,1932,2026-08-23T03:49:38,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_2_summary.csv,stage3_2_summary.csv,.csv,1688,2026-08-23T01:13:04.255419,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_METAL_CORRELATION_MATRIX.csv,STAGE_5_3_METAL_CORRELATION_MATRIX.csv,.csv,1705,2026-08-23T15:44:28.814038,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_1_MINIMUM_INPUT_ANALYSIS.csv,STAGE_5_1_MINIMUM_INPUT_ANALYSIS.csv,.csv,1916,2026-08-23T15:22:03.579353,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_CONFORMAL_INTERVALS.csv,STAGE_5_2_CONFORMAL_INTERVALS.csv,.csv,2259,2026-08-23T15:25:12.551352,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_CONFORMAL_COVERAGE.csv,STAGE_5_2_CONFORMAL_COVERAGE.csv,.csv,352,2026-08-23T15:25:12.553352,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_NO3_METAL_ASSOCIATION.csv,STAGE_5_3_NO3_METAL_ASSOCIATION.csv,.csv,1016,2026-08-23T15:44:28.694041,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_FINAL_PROGRESS_REPORT.csv,stage3_FINAL_PROGRESS_REPORT.csv,.csv,1113,2026-08-23T04:13:37.564415,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_final_candidates.csv,stage3_3_final_candidates.csv,.csv,1146,2026-08-23T03:52:14,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_1_INPUT_SET_DEFINITIONS.csv,STAGE_5_1_INPUT_SET_DEFINITIONS.csv,.csv,1346,2026-08-23T15:20:59.296061,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_FINAL_MODEL_CONFIG.json,stage3_3_FINAL_MODEL_CONFIG.json,.json,6615,2026-08-23T04:17:36.854804,INTERMEDIATE_ARTIFACT,Stage configuration JSON,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_4_SHAP_FINAL_REPORT.md,STAGE_4_SHAP_FINAL_REPORT.md,.md,17253,2026-08-23T04:18:13.532346,FINAL_REPORT,Stage Progress / Reconciliation Report,DOCUMENTATION,HISTORICAL_REPRO,UNIQUE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_4_QC_LEDGER.csv,STAGE_5_4_QC_LEDGER.csv,.csv,620,2026-08-23T15:53:27.185977,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_4_STAGE_PROGRESSION_COMPARISON.csv,STAGE_5_4_STAGE_PROGRESSION_COMPARISON.csv,.csv,1156,2026-08-23T15:53:27.179977,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_3_3_FINAL_MODEL_FREEZE_REPORT.md,STAGE_3_3_FINAL_MODEL_FREEZE_REPORT.md,.md,10744,2026-08-23T04:13:43.943905,FINAL_REPORT,Stage Progress / Reconciliation Report,DOCUMENTATION,HISTORICAL_REPRO,UNIQUE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage4_model_reconstruction_audit.csv,stage4_model_reconstruction_audit.csv,.csv,795,2026-08-23T04:17:41.583745,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_4_NOVELTY_AUDIT.csv,STAGE_5_4_NOVELTY_AUDIT.csv,.csv,728,2026-08-23T15:53:27.182977,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_3_3_RECONCILIATION_AUDIT.md,STAGE_3_3_RECONCILIATION_AUDIT.md,.md,15367,2026-08-23T04:07:53.782631,FINAL_REPORT,Stage Progress / Reconciliation Report,DOCUMENTATION,HISTORICAL_REPRO,UNIQUE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_authoritative_progression.csv,stage3_authoritative_progression.csv,.csv,2274,2026-08-23T04:07:39.436446,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_QC_ledger.csv,stage3_3_QC_ledger.csv,.csv,764,2026-08-23T03:52:14,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_FINAL_REPORT.md,STAGE_5_3_FINAL_REPORT.md,.md,5060,2026-08-23T15:44:34.341086,FINAL_REPORT,Stage Progress / Reconciliation Report,DOCUMENTATION,HISTORICAL_REPRO,UNIQUE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_TARGET_CLASSIFICATION.csv,stage3_3_TARGET_CLASSIFICATION.csv,.csv,2326,2026-08-23T04:13:37.561868,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_DRINKING_FEASIBILITY_AUDIT.csv,STAGE_5_2_DRINKING_FEASIBILITY_AUDIT.csv,.csv,533,2026-08-23T15:25:12.569059,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_authoritative_final_candidates.csv,stage3_3_authoritative_final_candidates.csv,.csv,2042,2026-08-23T04:07:39.433844,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_1_EASY_INPUT_CLASSIFICATION.csv,STAGE_5_1_EASY_INPUT_CLASSIFICATION.csv,.csv,9103,2026-08-23T15:20:59.293720,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_4_TARGET_SCREENING_CLASSIFICATION.csv,STAGE_5_4_TARGET_SCREENING_CLASSIFICATION.csv,.csv,2458,2026-08-23T15:53:27.144978,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_METAL_NETWORK_EDGES.csv,STAGE_5_3_METAL_NETWORK_EDGES.csv,.csv,237,2026-08-23T15:44:28.817134,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage4_SHAP_QC_ledger.csv,stage4_SHAP_QC_ledger.csv,.csv,1923,2026-08-23T04:18:01.179500,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_1_DATA_INVENTORY.csv,STAGE_5_1_DATA_INVENTORY.csv,.csv,17848,2026-08-23T15:20:59.292050,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_ablation_results.csv,stage3_3_ablation_results.csv,.csv,97506,2026-08-23T03:52:14,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_1_target_distribution_audit.csv,stage3_1_target_distribution_audit.csv,.csv,1751,2026-08-23T00:37:03.771449,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_SALINITY_METAL_ASSOCIATION.csv,STAGE_5_3_SALINITY_METAL_ASSOCIATION.csv,.csv,1019,2026-08-23T15:44:28.658041,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_ML_OBSERVATIONAL_RECONCILIATION.csv,STAGE_5_3_ML_OBSERVATIONAL_RECONCILIATION.csv,.csv,859,2026-08-23T15:44:28.899035,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_4_MODEL_BENCHMARK_FULL.csv,STAGE_5_4_MODEL_BENCHMARK_FULL.csv,.csv,24548,2026-08-23T15:53:27.069980,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_DEPTH_METAL_ASSOCIATION.csv,STAGE_5_3_DEPTH_METAL_ASSOCIATION.csv,.csv,1095,2026-08-23T15:44:28.676164,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_feature_selection_frequency.csv,stage3_3_feature_selection_frequency.csv,.csv,5160,2026-08-23T03:52:14,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_targetwise_results.csv,stage3_3_targetwise_results.csv,.csv,1146,2026-08-23T03:52:14,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_2_QC_ledger.csv,stage3_2_QC_ledger.csv,.csv,1160,2026-08-23T01:13:04.257418,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_3_3_FINAL_REPORT.md,STAGE_3_3_FINAL_REPORT.md,.md,9376,2026-08-23T03:52:14,FINAL_REPORT,Stage Progress / Reconciliation Report,DOCUMENTATION,HISTORICAL_REPRO,UNIQUE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage4_hydrochemical_interpretation.csv,stage4_hydrochemical_interpretation.csv,.csv,2025,2026-08-23T04:18:01.176500,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_GUIDELINE_CONFIGURATION.csv,STAGE_5_2_GUIDELINE_CONFIGURATION.csv,.csv,546,2026-08-23T15:25:12.555051,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage5_feature_registry.csv,stage5_feature_registry.csv,.csv,1495,2026-08-23T04:28:16,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_full_progression_comparison.csv,stage3_full_progression_comparison.csv,.csv,1556,2026-08-23T03:52:14,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_CBE_CONTAMINATION_CROSSCHECK.csv,STAGE_5_3_CBE_CONTAMINATION_CROSSCHECK.csv,.csv,1923,2026-08-23T15:44:28.890035,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_1_STAGE3_3_COMPARISON.csv,STAGE_5_1_STAGE3_3_COMPARISON.csv,.csv,2682,2026-08-23T15:22:03.596353,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage5_performance_comparison.csv,stage5_performance_comparison.csv,.csv,2672,2026-08-23T04:47:13.618339,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage5_uncertainty_results.csv,stage5_uncertainty_results.csv,.csv,2208,2026-08-23T04:47:13.883150,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_residual_diagnostics.csv,stage3_3_residual_diagnostics.csv,.csv,764778,2026-08-23T03:52:14,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_4_NONLINEAR_DIAGNOSTICS.csv,STAGE_5_4_NONLINEAR_DIAGNOSTICS.csv,.csv,1602,2026-08-23T15:52:47.458014,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_2_DECISION_CASES.csv,STAGE_5_2_DECISION_CASES.csv,.csv,4041,2026-08-23T15:25:12.561352,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_ION_EXCHANGE_METAL_ANALYSIS.csv,STAGE_5_3_ION_EXCHANGE_METAL_ANALYSIS.csv,.csv,592,2026-08-23T15:44:28.743039,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_4_CONFORMAL_SCREENING_FEASIBILITY.csv,STAGE_5_4_CONFORMAL_SCREENING_FEASIBILITY.csv,.csv,680,2026-08-23T15:53:27.174977,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage3_3_unit_audit.csv,stage3_3_unit_audit.csv,.csv,858,2026-08-23T03:49:38,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/STAGE_5_3_FACIES_METAL_COMPARISON.csv,STAGE_5_3_FACIES_METAL_COMPARISON.csv,.csv,1673,2026-08-23T15:44:28.632042,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
archive/intermediate/stage5_information_inventory.csv,stage5_information_inventory.csv,.csv,16574,2026-08-23T04:27:52,INTERMEDIATE_ARTIFACT,Stage intermediate tabular artifact,INTERMEDIATE,HISTORICAL_REPRO,INTERMEDIATE,ARCHIVE,move_to_archive_intermediate
