path,filename,category,size_bytes,modified_time
scripts/stage3_3_hydrochemical_refinement.py,stage3_3_hydrochemical_refinement.py,RESEARCH_SCRIPT,50589,2026-08-23T03:52:05.206564
scripts/__pycache__/phase5_ml_modeling.cpython-312.pyc,phase5_ml_modeling.cpython-312.pyc,RESEARCH_SCRIPT,21242,2026-08-22T23:30:49.381148
scripts/__pycache__/stage5_scientific_performance_recovery.cpython-312.pyc,stage5_scientific_performance_recovery.cpython-312.pyc,RESEARCH_SCRIPT,34702,2026-08-23T04:43:09.875787
scripts/__pycache__/stage3_3_hydrochemical_refinement.cpython-312.pyc,stage3_3_hydrochemical_refinement.cpython-312.pyc,RESEARCH_SCRIPT,47942,2026-08-23T03:52:09.004377
reports/north_bengal_groundwater_hotspots.html,north_bengal_groundwater_hotspots.html,FINAL_REPORT,74853,2026-08-22T22:58:26.388515
reports/PHASE1_5_HYDROCHEMICAL_CHARACTERIZATION.md,PHASE1_5_HYDROCHEMICAL_CHARACTERIZATION.md,FINAL_REPORT,7017,2026-08-22T21:10:19.145306
reports/shap_importance_As_num.png,shap_importance_As_num.png,FINAL_REPORT,102223,2026-08-22T22:29:33.636346
reports/shap_importance_HEI.png,shap_importance_HEI.png,FINAL_REPORT,109643,2026-08-22T22:29:35.246346
reports/PHASE2_RISK_INDICES_AND_HOTSPOT_REPORT.md,PHASE2_RISK_INDICES_AND_HOTSPOT_REPORT.md,FINAL_REPORT,6286,2026-08-22T21:17:02.054614
reports/PHASE1_DATASET_AND_HYDROCHEMICAL_AUDIT.md,PHASE1_DATASET_AND_HYDROCHEMICAL_AUDIT.md,FINAL_REPORT,12371,2026-08-22T20:57:22.800352
reports/shap_importance_Fe_num.png,shap_importance_Fe_num.png,FINAL_REPORT,108269,2026-08-22T22:29:34.050346
reports/shap_importance_HPI.png,shap_importance_HPI.png,FINAL_REPORT,118196,2026-08-22T22:29:34.866346
reports/shap_importance_Mn_num.png,shap_importance_Mn_num.png,FINAL_REPORT,97157,2026-08-22T22:29:34.419346
reports/shap_importance_WQI.png,shap_importance_WQI.png,FINAL_REPORT,125194,2026-08-22T22:29:35.620347
data/processed/phase4_features_track2_parsimonious.csv,phase4_features_track2_parsimonious.csv,PROCESSED_DATA,6431,2026-08-22T23:19:06.450199
data/processed/phase2_risk_indices_results.csv,phase2_risk_indices_results.csv,PROCESSED_DATA,40274,2026-08-22T22:58:26.321339
data/processed/phase4_features_track1_parsimonious.csv,phase4_features_track1_parsimonious.csv,PROCESSED_DATA,4714,2026-08-22T23:19:06.445941
data/processed/phase4_features_track1.csv,phase4_features_track1.csv,PROCESSED_DATA,9733,2026-08-22T23:19:06.443942
data/processed/phase4_features_track1_full.csv,phase4_features_track1_full.csv,PROCESSED_DATA,9733,2026-08-22T23:19:06.436942
data/processed/phase7_shap_importance_summary.csv,phase7_shap_importance_summary.csv,PROCESSED_DATA,3575,2026-08-22T22:29:35.675347
data/processed/feature_metadata.json,feature_metadata.json,PROCESSED_DATA,1684,2026-08-22T23:19:06.450356
data/processed/phase5_ml_performance_summary.csv,phase5_ml_performance_summary.csv,PROCESSED_DATA,9676,2026-08-22T22:29:26.825342
data/processed/phase4_features_track2.csv,phase4_features_track2.csv,PROCESSED_DATA,11450,2026-08-22T23:19:06.449326
data/processed/phase4_features_track2_full.csv,phase4_features_track2_full.csv,PROCESSED_DATA,11450,2026-08-22T23:19:06.448168
data/processed/phase1_5_hydrochemistry_results.csv,phase1_5_hydrochemistry_results.csv,PROCESSED_DATA,32537,2026-08-22T21:11:38.832787
data/processed/models/track1_Fe_num_Lasso_pipeline.pkl,track1_Fe_num_Lasso_pipeline.pkl,PROCESSED_DATA,5305,2026-08-22T22:22:49.042892
data/processed/models/track1_Mn_num_Lasso_pipeline.pkl,track1_Mn_num_Lasso_pipeline.pkl,PROCESSED_DATA,5305,2026-08-22T22:23:43.968989
data/processed/models/track2_HPI_SVR_RBF_pipeline.pkl,track2_HPI_SVR_RBF_pipeline.pkl,PROCESSED_DATA,15262,2026-08-22T22:27:28.715261
data/processed/models/track2_WQI_ElasticNet_pipeline.pkl,track2_WQI_ElasticNet_pipeline.pkl,PROCESSED_DATA,5321,2026-08-22T22:29:26.786342
data/processed/models/track2_HEI_SVR_RBF_pipeline.pkl,track2_HEI_SVR_RBF_pipeline.pkl,PROCESSED_DATA,11486,2026-08-22T22:28:30.853308
data/processed/models/track1_Ni_num_SVR_RBF_pipeline.pkl,track1_Ni_num_SVR_RBF_pipeline.pkl,PROCESSED_DATA,15030,2026-08-22T22:25:33.047143
data/processed/models/track1_Zn_num_SVR_RBF_pipeline.pkl,track1_Zn_num_SVR_RBF_pipeline.pkl,PROCESSED_DATA,13838,2026-08-22T22:26:28.003205
data/processed/models/track1_Pb_num_SVR_RBF_pipeline.pkl,track1_Pb_num_SVR_RBF_pipeline.pkl,PROCESSED_DATA,14086,2026-08-22T22:24:37.923071
data/processed/models/track1_As_num_SVR_RBF_pipeline.pkl,track1_As_num_SVR_RBF_pipeline.pkl,PROCESSED_DATA,15030,2026-08-22T22:21:51.682775
data/raw/Groundwater_quality_data_Northbengal.xlsx,Groundwater_quality_data_Northbengal.xlsx,FINAL_SOURCE_DATA,16591,2026-08-22T21:11:19.480364
data/raw/Groundwater quality data_Northbengal.xlsx,Groundwater quality data_Northbengal.xlsx,FINAL_SOURCE_DATA,16591,2026-08-20T21:55:07.823049
docs/NORTH_BENGAL_GROUNDWATER_RESEARCH_ROADMAP.md,NORTH_BENGAL_GROUNDWATER_RESEARCH_ROADMAP.md,DOCUMENTATION,5169,2026-08-22T22:29:40.832349
docs/RESEARCH_CONTEXT_AND_METHODOLOGY_PLAN.md,RESEARCH_CONTEXT_AND_METHODOLOGY_PLAN.md,DOCUMENTATION,5058,2026-08-21T00:40:04.078949
water_final_results/reports/INTERNAL_CONSISTENCY_AUDIT.csv,INTERNAL_CONSISTENCY_AUDIT.csv,FINAL_REPORT,592,2026-08-23T17:07:33.850659
water_final_results/reports/DATA_AUDIT_REPORT.txt,DATA_AUDIT_REPORT.txt,FINAL_REPORT,717,2026-08-23T17:02:28.849942
water_final_results/reports/FAILED_TARGET_ANALYSIS.csv,FAILED_TARGET_ANALYSIS.csv,FINAL_REPORT,1135,2026-08-23T17:07:37.879308
water_final_results/reports/REGULATORY_THRESHOLD_AUDIT.csv,REGULATORY_THRESHOLD_AUDIT.csv,FINAL_REPORT,676,2026-08-23T17:02:28.851555
water_final_results/reports/FINAL_RESEARCH_DECISION.txt,FINAL_RESEARCH_DECISION.txt,FINAL_REPORT,2260,2026-08-23T17:07:37.882093
water_final_results/interpretability/SHAP_NI.csv,SHAP_NI.csv,SHAP_ARTIFACT,3748,2026-08-23T17:07:32.263610
water_final_results/interpretability/SHAP_CD.csv,SHAP_CD.csv,SHAP_ARTIFACT,3892,2026-08-23T17:07:32.698215
water_final_results/tables/TABLE_3_MODEL_COMPARISON.csv,TABLE_3_MODEL_COMPARISON.csv,FINAL_TABLE,10628,2026-08-23T17:07:37.865309
water_final_results/tables/TABLE_11_FINAL_MODEL_CONFIGURATION.csv,TABLE_11_FINAL_MODEL_CONFIGURATION.csv,FINAL_TABLE,124,2026-08-23T17:07:37.874965
water_final_results/tables/TABLE_4_REPEATED_OOF_PERFORMANCE.csv,TABLE_4_REPEATED_OOF_PERFORMANCE.csv,FINAL_TABLE,6984,2026-08-23T17:07:37.866309
water_final_results/tables/TABLE_10_COMPUTATIONAL_COST.csv,TABLE_10_COMPUTATIONAL_COST.csv,FINAL_TABLE,246,2026-08-23T17:07:37.874308
water_final_results/tables/TABLE_6_FEATURE_IMPORTANCE.csv,TABLE_6_FEATURE_IMPORTANCE.csv,FINAL_TABLE,136,2026-08-23T17:07:37.869308
water_final_results/tables/TABLE_5_FINAL_MODEL_SELECTION.csv,TABLE_5_FINAL_MODEL_SELECTION.csv,FINAL_TABLE,3153,2026-08-23T17:07:37.867309
water_final_results/tables/TABLE_7_FEATURE_ABLATION.csv,TABLE_7_FEATURE_ABLATION.csv,FINAL_TABLE,615,2026-08-23T17:07:37.870308
water_final_results/tables/TABLE_1_DATASET_CHARACTERISTICS.csv,TABLE_1_DATASET_CHARACTERISTICS.csv,FINAL_TABLE,5241,2026-08-23T17:07:37.864309
water_final_results/tables/TABLE_8_UNCERTAINTY.csv,TABLE_8_UNCERTAINTY.csv,FINAL_TABLE,145,2026-08-23T17:07:37.872308
water_final_results/tables/TABLE_12_FAILED_TARGET_ANALYSIS.csv,TABLE_12_FAILED_TARGET_ANALYSIS.csv,FINAL_TABLE,1029,2026-08-23T17:07:37.875308
water_final_results/tables/TABLE_9_SCREENING_PERFORMANCE.csv,TABLE_9_SCREENING_PERFORMANCE.csv,FINAL_TABLE,234,2026-08-23T17:07:37.873308
water_final_results/tables/TABLE_2_INPUT_VARIABLES.csv,TABLE_2_INPUT_VARIABLES.csv,FINAL_TABLE,8427,2026-08-23T17:07:37.865062
water_final_results/figures/FIGURE_4_CD_OBSERVED_VS_PREDICTED.png,FIGURE_4_CD_OBSERVED_VS_PREDICTED.png,FINAL_FIGURE,152809,2026-08-23T17:07:35.760422
water_final_results/figures/FIGURE_10_CONFORMAL_INTERVALS_NI.png,FIGURE_10_CONFORMAL_INTERVALS_NI.png,FINAL_FIGURE,155444,2026-08-23T17:07:37.184345
water_final_results/figures/FIGURE_3_NI_OBSERVED_VS_PREDICTED.png,FIGURE_3_NI_OBSERVED_VS_PREDICTED.png,FINAL_FIGURE,143800,2026-08-23T17:07:35.517435
water_final_results/figures/FIGURE_9_FEATURE_ABLATION.png,FIGURE_9_FEATURE_ABLATION.png,FINAL_FIGURE,188170,2026-08-23T17:07:36.902360
water_final_results/figures/FIGURE_8_SHAP_CD.png,FIGURE_8_SHAP_CD.png,FINAL_FIGURE,101838,2026-08-23T17:07:32.955572
water_final_results/figures/FIGURE_6_CD_RESIDUALS.png,FIGURE_6_CD_RESIDUALS.png,FINAL_FIGURE,194160,2026-08-23T17:07:36.446385
water_final_results/figures/FIGURE_11_CONFORMAL_INTERVALS_CD.png,FIGURE_11_CONFORMAL_INTERVALS_CD.png,FINAL_FIGURE,153031,2026-08-23T17:07:37.496329
water_final_results/figures/FIGURE_1_DATA_DISTRIBUTION.png,FIGURE_1_DATA_DISTRIBUTION.png,FINAL_FIGURE,279069,2026-08-23T17:07:34.904468
water_final_results/figures/FIGURE_2_CORRELATION_MATRIX.png,FIGURE_2_CORRELATION_MATRIX.png,FINAL_FIGURE,175874,2026-08-23T17:07:35.273448
water_final_results/figures/FIGURE_7_SHAP_NI.png,FIGURE_7_SHAP_NI.png,FINAL_FIGURE,115833,2026-08-23T17:07:32.592592
water_final_results/figures/FIGURE_5_NI_RESIDUALS.png,FIGURE_5_NI_RESIDUALS.png,FINAL_FIGURE,171115,2026-08-23T17:07:36.091404
water_final_results/figures/FIGURE_12_MODEL_COMPARISON.png,FIGURE_12_MODEL_COMPARISON.png,FINAL_FIGURE,183649,2026-08-23T17:07:37.847310
water_final_results/metrics/COMPUTATIONAL_COST.csv,COMPUTATIONAL_COST.csv,VALIDATION_ARTIFACT,246,2026-08-23T17:07:33.842525
water_final_results/metrics/OVERFITTING_AUDIT.csv,OVERFITTING_AUDIT.csv,VALIDATION_ARTIFACT,6195,2026-08-23T17:07:22.731232
water_final_results/metrics/FEATURE_ABLATION_NI.csv,FEATURE_ABLATION_NI.csv,VALIDATION_ARTIFACT,615,2026-08-23T17:07:31.396657
water_final_results/metrics/MODEL_PERFORMANCE_SUMMARY.csv,MODEL_PERFORMANCE_SUMMARY.csv,VALIDATION_ARTIFACT,1614,2026-08-23T16:30:04.272453
water_final_results/metrics/SCREENING_CLASSIFICATION_NI.csv,SCREENING_CLASSIFICATION_NI.csv,VALIDATION_ARTIFACT,234,2026-08-23T17:07:31.989625
water_final_results/metrics/FEATURE_ABLATION_CD.csv,FEATURE_ABLATION_CD.csv,VALIDATION_ARTIFACT,621,2026-08-23T17:07:31.768290
water_final_results/metrics/SCREENING_CLASSIFICATION_CD.csv,SCREENING_CLASSIFICATION_CD.csv,VALIDATION_ARTIFACT,233,2026-08-23T17:07:31.996954
water_final_results/metrics/OOF_MODEL_COMPARISON.csv,OOF_MODEL_COMPARISON.csv,VALIDATION_ARTIFACT,1011,2026-08-23T16:30:04.274453
water_final_results/uncertainty/RESIDUAL_NI.csv,RESIDUAL_NI.csv,UNCERTAINTY_ARTIFACT,3747,2026-08-23T17:07:31.882630
water_final_results/uncertainty/RESIDUAL_CD.csv,RESIDUAL_CD.csv,UNCERTAINTY_ARTIFACT,3947,2026-08-23T17:07:31.904629
water_final_results/uncertainty/CONFORMAL_CD.csv,CONFORMAL_CD.csv,UNCERTAINTY_ARTIFACT,1926,2026-08-23T17:07:31.902629
water_final_results/uncertainty/CONFORMAL_NI.csv,CONFORMAL_NI.csv,UNCERTAINTY_ARTIFACT,1908,2026-08-23T17:07:31.880630
water_final_results/predictions/OOF_PREDICTIONS_CD_DETAILED.csv,OOF_PREDICTIONS_CD_DETAILED.csv,VALIDATION_ARTIFACT,235244,2026-08-23T17:07:22.716126
water_final_results/predictions/OOF_PREDICTIONS_CD.csv,OOF_PREDICTIONS_CD.csv,VALIDATION_ARTIFACT,46020,2026-08-23T16:30:04.267453
water_final_results/predictions/OOF_PREDICTIONS_NI.csv,OOF_PREDICTIONS_NI.csv,VALIDATION_ARTIFACT,42815,2026-08-23T16:30:04.260453
water_final_results/predictions/OOF_PREDICTIONS_NI_DETAILED.csv,OOF_PREDICTIONS_NI_DETAILED.csv,VALIDATION_ARTIFACT,219101,2026-08-23T17:07:22.696127
water_final_results/predictions/FINAL_SCREENING_DECISIONS.csv,FINAL_SCREENING_DECISIONS.csv,VALIDATION_ARTIFACT,5623,2026-08-23T17:07:31.986625
app/test_app_suite.py,test_app_suite.py,APPLICATION_SOURCE,7107,2026-08-23T17:54:26.453613
app/app.py,app.py,APPLICATION_SOURCE,11000,2026-08-23T17:50:38.184280
app/README.md,README.md,APPLICATION_SOURCE,4742,2026-08-23T17:51:01.084993
app/requirements.txt,requirements.txt,APPLICATION_SOURCE,109,2026-08-23T17:50:50.797967
app/config.py,config.py,APPLICATION_SOURCE,6250,2026-08-23T18:04:59.874990
app/services/prediction_service.py,prediction_service.py,APPLICATION_SOURCE,5991,2026-08-23T18:05:13.226909
app/services/__init__.py,__init__.py,APPLICATION_SOURCE,19,2026-08-23T17:28:07.642861
app/services/decision_engine.py,decision_engine.py,APPLICATION_SOURCE,5111,2026-08-23T17:51:16.524280
app/services/model_loader.py,model_loader.py,APPLICATION_SOURCE,2447,2026-08-23T17:28:11.891837
app/services/uncertainty_service.py,uncertainty_service.py,APPLICATION_SOURCE,4317,2026-08-23T18:04:55.395017
app/services/__pycache__/decision_engine.cpython-312.pyc,decision_engine.cpython-312.pyc,APPLICATION_SOURCE,3777,2026-08-23T17:52:38.629066
app/services/__pycache__/__init__.cpython-312.pyc,__init__.cpython-312.pyc,APPLICATION_SOURCE,121,2026-08-23T17:52:38.629434
app/services/__pycache__/model_loader.cpython-312.pyc,model_loader.cpython-312.pyc,APPLICATION_SOURCE,3381,2026-08-23T17:52:38.630365
app/services/__pycache__/uncertainty_service.cpython-312.pyc,uncertainty_service.cpython-312.pyc,APPLICATION_SOURCE,3891,2026-08-23T18:05:18.189699
app/services/__pycache__/prediction_service.cpython-312.pyc,prediction_service.cpython-312.pyc,APPLICATION_SOURCE,4831,2026-08-23T18:05:17.922891
app/__pycache__/test_app_suite.cpython-312.pyc,test_app_suite.cpython-312.pyc,APPLICATION_SOURCE,7678,2026-08-23T17:52:38.621316
app/__pycache__/config.cpython-312.pyc,config.cpython-312.pyc,APPLICATION_SOURCE,5499,2026-08-23T18:05:17.919305
app/__pycache__/app.cpython-312.pyc,app.cpython-312.pyc,APPLICATION_SOURCE,10469,2026-08-23T17:52:38.618113
app/utils/formatting.py,formatting.py,APPLICATION_SOURCE,2748,2026-08-23T17:49:59.938615
app/utils/__init__.py,__init__.py,APPLICATION_SOURCE,16,2026-08-23T17:27:53.196938
app/utils/validation.py,validation.py,APPLICATION_SOURCE,4820,2026-08-23T17:49:44.204452
app/utils/__pycache__/__init__.cpython-312.pyc,__init__.cpython-312.pyc,APPLICATION_SOURCE,118,2026-08-23T17:52:38.633774
app/utils/__pycache__/formatting.cpython-312.pyc,formatting.cpython-312.pyc,APPLICATION_SOURCE,2349,2026-08-23T17:52:38.633469
app/utils/__pycache__/validation.cpython-312.pyc,validation.cpython-312.pyc,APPLICATION_SOURCE,5022,2026-08-23T17:52:38.635085
app/components/report_generator.py,report_generator.py,APPLICATION_SOURCE,12987,2026-08-23T18:05:04.523961
app/components/threshold_chart.py,threshold_chart.py,APPLICATION_SOURCE,3279,2026-08-23T17:44:17.077652
app/components/interpretation_panel.py,interpretation_panel.py,APPLICATION_SOURCE,4171,2026-08-23T17:50:31.136064
app/components/__init__.py,__init__.py,APPLICATION_SOURCE,21,2026-08-23T17:28:33.703710
app/components/input_form.py,input_form.py,APPLICATION_SOURCE,3050,2026-08-23T17:44:11.681926
app/components/result_card.py,result_card.py,APPLICATION_SOURCE,4317,2026-08-23T17:59:08.671675
app/components/applicability_panel.py,applicability_panel.py,APPLICATION_SOURCE,2707,2026-08-23T17:50:23.304519
app/components/__pycache__/threshold_chart.cpython-312.pyc,threshold_chart.cpython-312.pyc,APPLICATION_SOURCE,3808,2026-08-23T17:52:38.628066
app/components/__pycache__/input_form.cpython-312.pyc,input_form.cpython-312.pyc,APPLICATION_SOURCE,3805,2026-08-23T17:52:38.623467
app/components/__pycache__/__init__.cpython-312.pyc,__init__.cpython-312.pyc,APPLICATION_SOURCE,123,2026-08-23T17:52:38.622441
app/components/__pycache__/report_generator.cpython-312.pyc,report_generator.cpython-312.pyc,APPLICATION_SOURCE,14085,2026-08-23T18:05:19.070595
app/components/__pycache__/interpretation_panel.cpython-312.pyc,interpretation_panel.cpython-312.pyc,APPLICATION_SOURCE,5114,2026-08-23T17:52:38.624635
app/components/__pycache__/result_card.cpython-312.pyc,result_card.cpython-312.pyc,APPLICATION_SOURCE,5147,2026-08-23T17:52:38.626981
app/components/__pycache__/applicability_panel.cpython-312.pyc,applicability_panel.cpython-312.pyc,APPLICATION_SOURCE,3335,2026-08-23T17:52:38.622026
app/models/domain_bounds.json,domain_bounds.json,MODEL_ARTIFACT,1266,2026-08-23T17:36:16.013124
app/models/ni_model/FINAL_MODEL_NI.joblib,FINAL_MODEL_NI.joblib,FINAL_MODEL,1577,2026-08-23T17:27:45.063682
app/models/ni_model/CONFORMAL_NI.csv,CONFORMAL_NI.csv,UNCERTAINTY_ARTIFACT,1908,2026-08-23T17:27:45.064224
app/models/cd_model/FINAL_MODEL_CD.joblib,FINAL_MODEL_CD.joblib,FINAL_MODEL,1537,2026-08-23T17:27:45.064047
app/models/cd_model/CONFORMAL_CD.csv,CONFORMAL_CD.csv,UNCERTAINTY_ARTIFACT,1926,2026-08-23T17:27:45.064372
